transaction_id,time,amount,customer_id,is_abnormal,reason,transaction_count_last_1_days,rolling_history
591,2024-12-26 14:00:00,6332,18167,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[5593, ""2024-12-02 01:00:00""], [4484, ""2024-12-02 03:00:00""], [832, ""2024-12-02 03:00:00""], [2973, ""2024-12-02 03:00:00""], [8083, ""2024-12-02 04:00:00""], [5989, ""2024-12-02 04:00:00""], [3500, ""2024-12-02 06:00:00""], [6234, ""2024-12-02 06:00:00""], [2427, ""2024-12-02 06:00:00""], [2049, ""2024-12-02 07:00:00""], [972, ""2024-12-02 07:00:00""], [6571, ""2024-12-02 09:00:00""], [2646, ""2024-12-02 09:00:00""], [5202, ""2024-12-02 10:00:00""], [3506, ""2024-12-02 10:00:00""], [9344, ""2024-12-02 12:00:00""], [9220, ""2024-12-02 18:00:00""], [4964, ""2024-12-02 19:00:00""], [1210, ""2024-12-02 22:00:00""], [6332, ""2024-12-26 14:00:00""]]"
592,2024-12-26 15:00:00,6711,11412,0,,3,"[[2250, ""2024-12-03 13:00:00""], [6711, ""2024-12-26 15:00:00""]]"
593,2024-12-26 16:00:00,5569,13384,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[8036, ""2024-12-02 01:00:00""], [8879, ""2024-12-02 03:00:00""], [1885, ""2024-12-02 05:00:00""], [7110, ""2024-12-02 06:00:00""], [3854, ""2024-12-02 10:00:00""], [6644, ""2024-12-02 10:00:00""], [127, ""2024-12-02 16:00:00""], [873, ""2024-12-02 16:00:00""], [1403, ""2024-12-02 16:00:00""], [7289, ""2024-12-02 17:00:00""], [4209, ""2024-12-02 18:00:00""], [2226, ""2024-12-02 20:00:00""], [3879, ""2024-12-02 20:00:00""], [8178, ""2024-12-02 21:00:00""], [1625, ""2024-12-02 21:00:00""], [4162, ""2024-12-02 22:00:00""], [7649, ""2024-12-02 22:00:00""], [3272, ""2024-12-02 23:00:00""], [1041, ""2024-12-02 23:00:00""], [5569, ""2024-12-26 16:00:00""]]"
594,2024-12-26 17:00:00,6617,18559,0,,1,"[[6617, ""2024-12-26 17:00:00""]]"
595,2024-12-26 18:00:00,9144,18996,1,Số tiền giao dịch lớn.,1,"[[9144, ""2024-12-26 18:00:00""]]"
596,2024-12-26 19:00:00,9876,10869,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,20,"[[2824, ""2024-12-02 01:00:00""], [8050, ""2024-12-02 02:00:00""], [3656, ""2024-12-02 03:00:00""], [9963, ""2024-12-02 06:00:00""], [1148, ""2024-12-02 09:00:00""], [1611, ""2024-12-02 10:00:00""], [8103, ""2024-12-02 10:00:00""], [6880, ""2024-12-02 12:00:00""], [5947, ""2024-12-02 13:00:00""], [9293, ""2024-12-02 13:00:00""], [4252, ""2024-12-02 14:00:00""], [2930, ""2024-12-02 14:00:00""], [5039, ""2024-12-02 15:00:00""], [3447, ""2024-12-02 18:00:00""], [3928, ""2024-12-02 19:00:00""], [2957, ""2024-12-02 21:00:00""], [869, ""2024-12-02 22:00:00""], [8643, ""2024-12-02 22:00:00""], [8986, ""2024-12-02 23:00:00""], [9876, ""2024-12-26 19:00:00""]]"
597,2024-12-26 20:00:00,2935,11698,0,,10,"[[7259, ""2024-12-02 05:00:00""], [570, ""2024-12-02 11:00:00""], [194, ""2024-12-02 13:00:00""], [514, ""2024-12-02 16:00:00""], [9443, ""2024-12-02 18:00:00""], [378, ""2024-12-02 20:00:00""], [180, ""2024-12-02 21:00:00""], [3495, ""2024-12-02 22:00:00""], [3804, ""2024-12-02 23:00:00""], [2935, ""2024-12-26 20:00:00""]]"
598,2024-12-26 21:00:00,1213,16799,0,,10,"[[6090, ""2024-12-02 03:00:00""], [4721, ""2024-12-02 04:00:00""], [9940, ""2024-12-02 05:00:00""], [3639, ""2024-12-02 07:00:00""], [2868, ""2024-12-02 07:00:00""], [575, ""2024-12-02 09:00:00""], [2516, ""2024-12-02 10:00:00""], [2831, ""2024-12-02 19:00:00""], [3863, ""2024-12-02 23:00:00""], [1213, ""2024-12-26 21:00:00""]]"
599,2024-12-26 22:00:00,6662,18840,0,,5,"[[308, ""2024-12-02 14:00:00""], [4427, ""2024-12-02 15:00:00""], [9065, ""2024-12-02 19:00:00""], [6829, ""2024-12-02 22:00:00""], [6662, ""2024-12-26 22:00:00""]]"
600,2024-12-26 23:00:00,4401,15525,1,3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,10,"[[4042, ""2024-12-02 05:00:00""], [1951, ""2024-12-02 06:00:00""], [2400, ""2024-12-02 10:00:00""], [6505, ""2024-12-02 11:00:00""], [7712, ""2024-12-02 14:00:00""], [2779, ""2024-12-02 18:00:00""], [8044, ""2024-12-02 23:00:00""], [2658, ""2024-12-02 23:00:00""], [5149, ""2024-12-02 23:00:00""], [4401, ""2024-12-26 23:00:00""]]"
601,2024-12-27 00:00:00,2751,11498,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[6798, ""2024-12-02 05:00:00""], [5053, ""2024-12-02 09:00:00""], [9882, ""2024-12-02 17:00:00""], [5868, ""2024-12-02 20:00:00""], [2751, ""2024-12-27 00:00:00""]]"
602,2024-12-27 01:00:00,3082,11355,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[179, ""2024-12-02 01:00:00""], [8263, ""2024-12-02 02:00:00""], [3836, ""2024-12-02 06:00:00""], [7459, ""2024-12-02 06:00:00""], [5651, ""2024-12-02 06:00:00""], [7168, ""2024-12-02 08:00:00""], [1264, ""2024-12-02 08:00:00""], [2325, ""2024-12-02 08:00:00""], [1884, ""2024-12-02 10:00:00""], [1329, ""2024-12-02 11:00:00""], [1286, ""2024-12-02 12:00:00""], [7929, ""2024-12-02 21:00:00""], [5202, ""2024-12-02 22:00:00""], [2581, ""2024-12-02 23:00:00""], [3082, ""2024-12-27 01:00:00""]]"
603,2024-12-27 02:00:00,2476,18818,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[5464, ""2024-12-02 01:00:00""], [9037, ""2024-12-02 03:00:00""], [4403, ""2024-12-02 03:00:00""], [7513, ""2024-12-02 06:00:00""], [1349, ""2024-12-02 07:00:00""], [9195, ""2024-12-02 07:00:00""], [645, ""2024-12-02 12:00:00""], [2508, ""2024-12-02 13:00:00""], [9402, ""2024-12-02 14:00:00""], [9828, ""2024-12-02 14:00:00""], [4415, ""2024-12-02 17:00:00""], [2919, ""2024-12-02 20:00:00""], [3066, ""2024-12-02 22:00:00""], [3168, ""2024-12-02 22:00:00""], [2476, ""2024-12-27 02:00:00""]]"
604,2024-12-27 03:00:00,9936,17666,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,15,"[[9449, ""2024-12-02 01:00:00""], [5607, ""2024-12-02 02:00:00""], [8343, ""2024-12-02 03:00:00""], [5518, ""2024-12-02 04:00:00""], [89, ""2024-12-02 05:00:00""], [6620, ""2024-12-02 06:00:00""], [9228, ""2024-12-02 06:00:00""], [4119, ""2024-12-02 07:00:00""], [9389, ""2024-12-02 11:00:00""], [6863, ""2024-12-02 15:00:00""], [3530, ""2024-12-02 15:00:00""], [2106, ""2024-12-02 16:00:00""], [2522, ""2024-12-02 19:00:00""], [1114, ""2024-12-02 20:00:00""], [9936, ""2024-12-27 03:00:00""]]"
605,2024-12-27 04:00:00,246,17508,0,,1,"[[246, ""2024-12-27 04:00:00""]]"
606,2024-12-27 05:00:00,7594,18837,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[9669, ""2024-12-02 05:00:00""], [8442, ""2024-12-02 05:00:00""], [787, ""2024-12-02 08:00:00""], [4046, ""2024-12-02 09:00:00""], [7451, ""2024-12-02 09:00:00""], [3366, ""2024-12-02 16:00:00""], [4315, ""2024-12-02 18:00:00""], [9805, ""2024-12-02 18:00:00""], [3530, ""2024-12-02 22:00:00""], [7594, ""2024-12-27 05:00:00""]]"
607,2024-12-27 06:00:00,4759,19491,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4610, ""2024-12-02 01:00:00""], [6412, ""2024-12-02 08:00:00""], [8942, ""2024-12-02 09:00:00""], [3857, ""2024-12-02 12:00:00""], [1237, ""2024-12-02 13:00:00""], [5062, ""2024-12-02 15:00:00""], [8869, ""2024-12-02 16:00:00""], [4838, ""2024-12-02 19:00:00""], [8211, ""2024-12-02 22:00:00""], [4759, ""2024-12-27 06:00:00""]]"
608,2024-12-27 07:00:00,4315,15781,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,5,"[[5357, ""2024-12-02 11:00:00""], [2795, ""2024-12-02 16:00:00""], [8332, ""2024-12-02 22:00:00""], [3316, ""2024-12-02 22:00:00""], [4315, ""2024-12-27 07:00:00""]]"
609,2024-12-27 08:00:00,584,10103,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[9153, ""2024-12-02 05:00:00""], [8507, ""2024-12-02 05:00:00""], [188, ""2024-12-02 08:00:00""], [7391, ""2024-12-02 11:00:00""], [5103, ""2024-12-02 11:00:00""], [1764, ""2024-12-02 12:00:00""], [3139, ""2024-12-02 15:00:00""], [7641, ""2024-12-02 15:00:00""], [1437, ""2024-12-02 20:00:00""], [584, ""2024-12-27 08:00:00""]]"
610,2024-12-27 09:00:00,4995,13809,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[6843, ""2024-12-02 01:00:00""], [5650, ""2024-12-02 02:00:00""], [1449, ""2024-12-02 04:00:00""], [8491, ""2024-12-02 05:00:00""], [7002, ""2024-12-02 10:00:00""], [7266, ""2024-12-02 13:00:00""], [5370, ""2024-12-02 13:00:00""], [1555, ""2024-12-02 19:00:00""], [6493, ""2024-12-02 19:00:00""], [4995, ""2024-12-27 09:00:00""]]"
611,2024-12-27 10:00:00,9534,14513,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[1922, ""2024-12-02 01:00:00""], [289, ""2024-12-02 02:00:00""], [3792, ""2024-12-02 03:00:00""], [5532, ""2024-12-02 04:00:00""], [9332, ""2024-12-02 06:00:00""], [5667, ""2024-12-02 10:00:00""], [8741, ""2024-12-02 11:00:00""], [9456, ""2024-12-02 18:00:00""], [6472, ""2024-12-02 18:00:00""], [9534, ""2024-12-27 10:00:00""]]"
612,2024-12-27 11:00:00,2743,15535,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[4377, ""2024-12-02 03:00:00""], [6749, ""2024-12-02 06:00:00""], [1672, ""2024-12-02 06:00:00""], [7258, ""2024-12-02 13:00:00""], [6656, ""2024-12-02 13:00:00""], [4814, ""2024-12-02 21:00:00""], [5679, ""2024-12-02 21:00:00""], [7828, ""2024-12-02 21:00:00""], [9765, ""2024-12-02 23:00:00""], [2743, ""2024-12-27 11:00:00""]]"
613,2024-12-27 12:00:00,2449,16906,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[8074, ""2024-12-02 01:00:00""], [3742, ""2024-12-02 04:00:00""], [2875, ""2024-12-02 06:00:00""], [6208, ""2024-12-02 06:00:00""], [977, ""2024-12-02 08:00:00""], [5971, ""2024-12-02 10:00:00""], [8460, ""2024-12-02 10:00:00""], [3561, ""2024-12-02 14:00:00""], [1065, ""2024-12-02 14:00:00""], [6550, ""2024-12-02 15:00:00""], [6720, ""2024-12-02 15:00:00""], [6566, ""2024-12-02 19:00:00""], [454, ""2024-12-02 19:00:00""], [6408, ""2024-12-02 20:00:00""], [1787, ""2024-12-02 20:00:00""], [3088, ""2024-12-02 20:00:00""], [9489, ""2024-12-02 21:00:00""], [8209, ""2024-12-02 21:00:00""], [8821, ""2024-12-02 22:00:00""], [2449, ""2024-12-27 12:00:00""]]"
614,2024-12-27 13:00:00,8108,13292,1,Số tiền giao dịch lớn.,1,"[[8108, ""2024-12-27 13:00:00""]]"
615,2024-12-27 14:00:00,9868,14142,1,Số tiền giao dịch lớn.,5,"[[1327, ""2024-12-02 07:00:00""], [9145, ""2024-12-02 10:00:00""], [2854, ""2024-12-02 14:00:00""], [4538, ""2024-12-02 17:00:00""], [9868, ""2024-12-27 14:00:00""]]"
616,2024-12-27 15:00:00,3163,14776,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[8994, ""2024-12-02 03:00:00""], [8898, ""2024-12-02 05:00:00""], [2903, ""2024-12-02 06:00:00""], [9560, ""2024-12-02 09:00:00""], [5797, ""2024-12-02 09:00:00""], [3930, ""2024-12-02 10:00:00""], [2074, ""2024-12-02 12:00:00""], [9302, ""2024-12-02 13:00:00""], [5579, ""2024-12-02 15:00:00""], [3176, ""2024-12-02 16:00:00""], [6471, ""2024-12-02 17:00:00""], [3049, ""2024-12-02 19:00:00""], [4001, ""2024-12-02 20:00:00""], [2811, ""2024-12-02 21:00:00""], [3163, ""2024-12-27 15:00:00""]]"
617,2024-12-27 16:00:00,8065,13348,1,Số tiền giao dịch lớn.,1,"[[8065, ""2024-12-27 16:00:00""]]"
618,2024-12-27 17:00:00,607,16741,0,,1,"[[607, ""2024-12-27 17:00:00""]]"
619,2024-12-27 18:00:00,9159,14043,1,Số tiền giao dịch lớn.,5,"[[5618, ""2024-12-02 02:00:00""], [3430, ""2024-12-02 12:00:00""], [2718, ""2024-12-02 14:00:00""], [8442, ""2024-12-02 19:00:00""], [9159, ""2024-12-27 18:00:00""]]"
620,2024-12-27 19:00:00,1152,11977,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[1965, ""2024-12-02 02:00:00""], [9776, ""2024-12-02 06:00:00""], [6917, ""2024-12-02 07:00:00""], [3297, ""2024-12-02 08:00:00""], [9935, ""2024-12-02 10:00:00""], [7554, ""2024-12-02 15:00:00""], [6251, ""2024-12-02 16:00:00""], [8706, ""2024-12-02 17:00:00""], [7825, ""2024-12-02 17:00:00""], [1762, ""2024-12-02 19:00:00""], [2168, ""2024-12-02 19:00:00""], [7100, ""2024-12-02 19:00:00""], [4802, ""2024-12-02 20:00:00""], [387, ""2024-12-02 21:00:00""], [1152, ""2024-12-27 19:00:00""]]"
621,2024-12-27 20:00:00,9710,16076,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.,20,"[[673, ""2024-12-02 01:00:00""], [2785, ""2024-12-02 02:00:00""], [9285, ""2024-12-02 04:00:00""], [2995, ""2024-12-02 08:00:00""], [774, ""2024-12-02 09:00:00""], [433, ""2024-12-02 11:00:00""], [2203, ""2024-12-02 12:00:00""], [1427, ""2024-12-02 13:00:00""], [7875, ""2024-12-02 15:00:00""], [7869, ""2024-12-02 17:00:00""], [7636, ""2024-12-02 18:00:00""], [7030, ""2024-12-02 19:00:00""], [1797, ""2024-12-02 20:00:00""], [5758, ""2024-12-02 20:00:00""], [9365, ""2024-12-02 21:00:00""], [2593, ""2024-12-02 21:00:00""], [9557, ""2024-12-02 22:00:00""], [2092, ""2024-12-02 22:00:00""], [3370, ""2024-12-02 23:00:00""], [9710, ""2024-12-27 20:00:00""]]"
622,2024-12-27 21:00:00,7739,19187,1,Số tiền giao dịch lớn.,1,"[[7739, ""2024-12-27 21:00:00""]]"
623,2024-12-27 22:00:00,8516,18924,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[9313, ""2024-12-02 09:00:00""], [3954, ""2024-12-02 10:00:00""], [262, ""2024-12-02 10:00:00""], [7620, ""2024-12-02 12:00:00""], [9334, ""2024-12-02 17:00:00""], [2398, ""2024-12-02 18:00:00""], [8887, ""2024-12-02 20:00:00""], [7331, ""2024-12-02 22:00:00""], [9967, ""2024-12-02 23:00:00""], [8516, ""2024-12-27 22:00:00""]]"
624,2024-12-27 23:00:00,6690,19819,0,,1,"[[6690, ""2024-12-27 23:00:00""]]"
625,2024-12-28 00:00:00,3505,12440,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,15,"[[4518, ""2024-12-02 01:00:00""], [5835, ""2024-12-02 10:00:00""], [1890, ""2024-12-02 11:00:00""], [5242, ""2024-12-02 13:00:00""], [2361, ""2024-12-02 14:00:00""], [4823, ""2024-12-02 14:00:00""], [9763, ""2024-12-02 16:00:00""], [4647, ""2024-12-02 16:00:00""], [3865, ""2024-12-02 16:00:00""], [4759, ""2024-12-02 16:00:00""], [3723, ""2024-12-02 19:00:00""], [7582, ""2024-12-02 22:00:00""], [8790, ""2024-12-02 22:00:00""], [888, ""2024-12-02 23:00:00""], [3505, ""2024-12-28 00:00:00""]]"
626,2024-12-28 01:00:00,7064,12043,1,Số tiền giao dịch lớn.,1,"[[7064, ""2024-12-28 01:00:00""]]"
627,2024-12-28 02:00:00,9029,19681,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Nhiều giao dịch lớn (> 3000) vào ban khuya.,10,"[[3933, ""2024-12-02 01:00:00""], [6840, ""2024-12-02 03:00:00""], [8111, ""2024-12-02 06:00:00""], [2350, ""2024-12-02 07:00:00""], [7179, ""2024-12-02 09:00:00""], [6085, ""2024-12-02 13:00:00""], [836, ""2024-12-02 14:00:00""], [5446, ""2024-12-02 18:00:00""], [1205, ""2024-12-02 20:00:00""], [9029, ""2024-12-28 02:00:00""]]"
628,2024-12-28 03:00:00,4082,19037,1,Nhiều giao dịch lớn (> 3000) vào ban khuya.,5,"[[2226, ""2024-12-02 03:00:00""], [4658, ""2024-12-02 03:00:00""], [550, ""2024-12-02 12:00:00""], [9243, ""2024-12-02 23:00:00""], [4082, ""2024-12-28 03:00:00""]]"
629,2024-12-28 04:00:00,3706,13883,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[4749, ""2024-12-02 06:00:00""], [9428, ""2024-12-02 06:00:00""], [5043, ""2024-12-02 06:00:00""], [6367, ""2024-12-02 07:00:00""], [5222, ""2024-12-02 09:00:00""], [3017, ""2024-12-02 09:00:00""], [8998, ""2024-12-02 10:00:00""], [8511, ""2024-12-02 11:00:00""], [4400, ""2024-12-02 12:00:00""], [5653, ""2024-12-02 14:00:00""], [1934, ""2024-12-02 15:00:00""], [6417, ""2024-12-02 19:00:00""], [7935, ""2024-12-02 19:00:00""], [8111, ""2024-12-02 23:00:00""], [3706, ""2024-12-28 04:00:00""]]"
630,2024-12-28 05:00:00,8967,18735,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 8 giao dịch trong thời gian ngắn.,20,"[[4289, ""2024-12-02 01:00:00""], [1496, ""2024-12-02 01:00:00""], [5291, ""2024-12-02 03:00:00""], [1832, ""2024-12-02 03:00:00""], [4478, ""2024-12-02 06:00:00""], [9572, ""2024-12-02 06:00:00""], [6518, ""2024-12-02 06:00:00""], [8713, ""2024-12-02 10:00:00""], [6487, ""2024-12-02 11:00:00""], [914, ""2024-12-02 13:00:00""], [5722, ""2024-12-02 13:00:00""], [3268, ""2024-12-02 14:00:00""], [6050, ""2024-12-02 14:00:00""], [2638, ""2024-12-02 15:00:00""], [5840, ""2024-12-02 16:00:00""], [5130, ""2024-12-02 16:00:00""], [3570, ""2024-12-02 20:00:00""], [4066, ""2024-12-02 22:00:00""], [9661, ""2024-12-02 23:00:00""], [8967, ""2024-12-28 05:00:00""]]"
631,2024-12-28 06:00:00,992,15841,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 6 giao dịch trong thời gian ngắn.,20,"[[6529, ""2024-12-02 03:00:00""], [4534, ""2024-12-02 05:00:00""], [2145, ""2024-12-02 05:00:00""], [8334, ""2024-12-02 06:00:00""], [7621, ""2024-12-02 07:00:00""], [7000, ""2024-12-02 07:00:00""], [4186, ""2024-12-02 09:00:00""], [2981, ""2024-12-02 13:00:00""], [9039, ""2024-12-02 14:00:00""], [8654, ""2024-12-02 15:00:00""], [6223, ""2024-12-02 16:00:00""], [7645, ""2024-12-02 16:00:00""], [3053, ""2024-12-02 18:00:00""], [5621, ""2024-12-02 19:00:00""], [5552, ""2024-12-02 19:00:00""], [7816, ""2024-12-02 20:00:00""], [7222, ""2024-12-02 22:00:00""], [6828, ""2024-12-02 23:00:00""], [474, ""2024-12-02 23:00:00""], [992, ""2024-12-28 06:00:00""]]"
632,2024-12-28 07:00:00,3088,18924,0,,5,"[[3095, ""2024-12-02 09:00:00""], [9955, ""2024-12-02 11:00:00""], [2326, ""2024-12-02 17:00:00""], [2785, ""2024-12-02 20:00:00""], [3088, ""2024-12-28 07:00:00""]]"
633,2024-12-28 08:00:00,3328,14472,0,,3,"[[1530, ""2024-12-26 03:00:00""], [3328, ""2024-12-28 08:00:00""]]"
634,2024-12-28 09:00:00,1402,12918,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[4932, ""2024-12-02 02:00:00""], [6986, ""2024-12-02 04:00:00""], [6062, ""2024-12-02 04:00:00""], [7361, ""2024-12-02 10:00:00""], [6620, ""2024-12-02 13:00:00""], [5495, ""2024-12-02 14:00:00""], [5293, ""2024-12-02 15:00:00""], [3660, ""2024-12-02 15:00:00""], [8284, ""2024-12-02 16:00:00""], [9256, ""2024-12-02 16:00:00""], [8956, ""2024-12-02 19:00:00""], [7201, ""2024-12-02 21:00:00""], [190, ""2024-12-02 22:00:00""], [8262, ""2024-12-02 23:00:00""], [1402, ""2024-12-28 09:00:00""]]"
635,2024-12-28 10:00:00,985,10217,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[247, ""2024-12-02 02:00:00""], [2703, ""2024-12-02 04:00:00""], [9073, ""2024-12-02 05:00:00""], [5611, ""2024-12-02 06:00:00""], [3543, ""2024-12-02 06:00:00""], [7720, ""2024-12-02 08:00:00""], [2564, ""2024-12-02 11:00:00""], [7254, ""2024-12-02 14:00:00""], [8627, ""2024-12-02 14:00:00""], [5621, ""2024-12-02 17:00:00""], [7435, ""2024-12-02 20:00:00""], [6444, ""2024-12-02 20:00:00""], [3164, ""2024-12-02 22:00:00""], [2082, ""2024-12-02 23:00:00""], [985, ""2024-12-28 10:00:00""]]"
636,2024-12-28 11:00:00,7236,14693,1,Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[7409, ""2024-12-02 02:00:00""], [9572, ""2024-12-02 03:00:00""], [9979, ""2024-12-02 06:00:00""], [1646, ""2024-12-02 12:00:00""], [9600, ""2024-12-02 13:00:00""], [8230, ""2024-12-02 14:00:00""], [7224, ""2024-12-02 15:00:00""], [7496, ""2024-12-02 16:00:00""], [5496, ""2024-12-02 20:00:00""], [7236, ""2024-12-28 11:00:00""]]"
637,2024-12-28 12:00:00,2178,16528,0,,1,"[[2178, ""2024-12-28 12:00:00""]]"
638,2024-12-28 13:00:00,2347,11743,0,,5,"[[3907, ""2024-12-02 02:00:00""], [2760, ""2024-12-02 11:00:00""], [293, ""2024-12-02 11:00:00""], [4421, ""2024-12-02 12:00:00""], [2347, ""2024-12-28 13:00:00""]]"
639,2024-12-28 14:00:00,8000,14760,1,Số tiền giao dịch lớn.,1,"[[8000, ""2024-12-28 14:00:00""]]"
640,2024-12-28 15:00:00,3661,18331,1,3 giao dịch liên tiếp số tiền lớn hơn 3000.,10,"[[5904, ""2024-12-02 01:00:00""], [7824, ""2024-12-02 09:00:00""], [5456, ""2024-12-02 11:00:00""], [2558, ""2024-12-02 11:00:00""], [198, ""2024-12-02 14:00:00""], [3237, ""2024-12-02 15:00:00""], [1243, ""2024-12-02 16:00:00""], [2516, ""2024-12-02 19:00:00""], [3853, ""2024-12-02 22:00:00""], [3661, ""2024-12-28 15:00:00""]]"
641,2024-12-28 16:00:00,3067,11099,0,,1,"[[3067, ""2024-12-28 16:00:00""]]"
642,2024-12-28 17:00:00,2180,19451,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000. Liên tục 9 giao dịch trong thời gian ngắn.,20,"[[7221, ""2024-12-02 04:00:00""], [6505, ""2024-12-02 06:00:00""], [1217, ""2024-12-02 06:00:00""], [2013, ""2024-12-02 11:00:00""], [3123, ""2024-12-02 15:00:00""], [649, ""2024-12-02 16:00:00""], [6967, ""2024-12-02 17:00:00""], [9930, ""2024-12-02 19:00:00""], [6118, ""2024-12-02 19:00:00""], [3728, ""2024-12-02 20:00:00""], [2353, ""2024-12-02 20:00:00""], [2370, ""2024-12-02 20:00:00""], [2231, ""2024-12-02 21:00:00""], [8979, ""2024-12-02 21:00:00""], [5594, ""2024-12-02 21:00:00""], [1383, ""2024-12-02 22:00:00""], [4872, ""2024-12-02 22:00:00""], [4739, ""2024-12-02 23:00:00""], [4079, ""2024-12-02 23:00:00""], [2180, ""2024-12-28 17:00:00""]]"
643,2024-12-28 18:00:00,5048,10576,0,,1,"[[5048, ""2024-12-28 18:00:00""]]"
644,2024-12-28 19:00:00,8695,13845,1,Số giao dịch trong 1 ngày quá nhiều. Số tiền giao dịch lớn.3 giao dịch liên tiếp số tiền lớn hơn 3000.,15,"[[548, ""2024-12-02 01:00:00""], [1232, ""2024-12-02 03:00:00""], [8874, ""2024-12-02 04:00:00""], [3210, ""2024-12-02 04:00:00""], [7704, ""2024-12-02 05:00:00""], [5186, ""2024-12-02 12:00:00""], [5590, ""2024-12-02 14:00:00""], [5053, ""2024-12-02 16:00:00""], [4310, ""2024-12-02 17:00:00""], [866, ""2024-12-02 18:00:00""], [9201, ""2024-12-02 19:00:00""], [5250, ""2024-12-02 19:00:00""], [2843, ""2024-12-02 21:00:00""], [3307, ""2024-12-02 21:00:00""], [8695, ""2024-12-28 19:00:00""]]"
645,2024-12-28 20:00:00,5128,12116,0,,5,"[[1082, ""2024-12-02 04:00:00""], [6854, ""2024-12-02 10:00:00""], [2473, ""2024-12-02 11:00:00""], [286, ""2024-12-02 23:00:00""], [5128, ""2024-12-28 20:00:00""]]"
646,2024-12-28 21:00:00,3748,12386,0,,1,"[[3748, ""2024-12-28 21:00:00""]]"
647,2024-12-28 22:00:00,5249,10951,1,Số giao dịch trong 1 ngày quá nhiều.3 giao dịch liên tiếp số tiền lớn hơn 3000.,17,"[[4773, ""2024-12-02 03:00:00""], [7042, ""2024-12-02 03:00:00""], [4640, ""2024-12-02 03:00:00""], [2975, ""2024-12-02 06:00:00""], [6137, ""2024-12-02 07:00:00""], [9836, ""2024-12-02 10:00:00""], [8583, ""2024-12-02 11:00:00""], [4140, ""2024-12-02 13:00:00""], [9523, ""2024-12-02 14:00:00""], [1161, ""2024-12-02 16:00:00""], [6892, ""2024-12-02 17:00:00""], [9013, ""2024-12-02 18:00:00""], [3635, ""2024-12-02 18:00:00""], [2423, ""2024-12-02 22:00:00""], [8813, ""2024-12-12 09:00:00""], [5249, ""2024-12-28 22:00:00""]]"
